cost,discharge,income,provider_id
0.007653061,0,0.269770408,110112
0.000637755,0,0.373086735,440060
0.014668367,0,0.661352041,190268
0.006377551,0,0.661989796,190006
0,0,0.67442602,190257
0.03380102,0,0.708227041,370190
0.002869898,0,0.711096939,370169
0.009247449,0,0.726721939,450683
0.004145408,0,0.800382653,450221
0.00255102,0,0.874043367,290002
0.014987245,0,0.935586735,50754
0.010204082,0,0.958545918,50547
0.011798469,0.003826531,0.179528061,490143
0.002232143,0.003826531,0.224170918,340156
0.000318878,0.003826531,0.345982143,10102
0.005102041,0.003826531,0.367984694,440168
0.003188776,0.003826531,0.56377551,350063
0.000956633,0.003826531,0.780293367,450813
0.005739796,0.003826531,0.803571429,450489
0.010522959,0.003826531,0.939094388,50668
0.00127551,0.006377551,0.773278061,670058
0.004783163,0.006377551,0.863201531,320060
0.019132653,0.006377551,0.900829082,50096
0.001913265,0.007334184,0.374362245,440047
0.017219388,0.007334184,0.671875,190245
0.003507653,0.007334184,0.771364796,450253
0.001594388,0.008290816,0.646045918,170166
0.007971939,0.008290816,0.781887755,450293
0.012117347,0.008290816,0.913584184,50765
0.007015306,0.008290816,0.940369898,50113
0.016581633,0.009566327,0.656887755,190241
0.017538265,0.009566327,0.752869898,450883
0.01690051,0.010204082,0.475765306,150172
0.009566327,0.010204082,0.735012755,450615
0.007334184,0.010841837,0.346619898,10095
0.01434949,0.010841837,0.5625,430094
0.025510204,0.010841837,0.723852041,450891
0.006696429,0.011798469,0.625956633,260004
0.027104592,0.011798469,0.659119898,190267
0.008290816,0.011798469,0.705357143,370173
0.023596939,0.011798469,0.882653061,50717
0.01817602,0.01307398,0.451530612,360361
0.019451531,0.01307398,0.484375,230301
0.025829082,0.01307398,0.899553571,50545
0.008609694,0.014030612,0.754145408,450584
0.009885204,0.014030612,0.800701531,450155
0.006058673,0.014668367,0.703443878,370080
0.012436224,0.014987245,0.264987245,110190
0.021683673,0.014987245,0.894132653,50677
0.011479592,0.014987245,0.99872449,20018
0.003826531,0.015943878,0.561543367,430084
0.033482143,0.015943878,0.893813776,50749
0.028061224,0.015943878,0.979591837,380056
0.018813776,0.01690051,0.172512755,210045
0.004464286,0.01690051,0.29432398,100277
0.016262755,0.01690051,0.807716837,450144
0.020408163,0.01690051,0.915497449,50548
0.023915816,0.01817602,0.418686224,360189
0.026466837,0.018494898,0.120854592,390307
0.010841837,0.018494898,0.638711735,170075
0.070471939,0.018494898,0.817602041,60118
0.015625,0.019451531,0.035395408,70040
0.029336735,0.019451531,0.655612245,190135
0.06122449,0.019451531,0.695153061,370220
0.03125,0.019451531,0.845663265,30132
0.012755102,0.019451531,0.862882653,320062
0.049107143,0.021045918,0.571428571,140100
0.015306122,0.021045918,0.62372449,260147
0.032844388,0.021045918,0.755102041,670052
0.008928571,0.021045918,0.763392857,670072
0.071428571,0.021045918,0.796237245,450808
0.02869898,0.021045918,0.850127551,30120
0.037308673,0.021045918,0.933035714,50710
0.013711735,0.023278061,0.805484694,450078
0.026785714,0.023596939,0.925382653,50546
0.024553571,0.023915816,0.367028061,440174
0.020089286,0.024234694,0.102359694,330037
0.015943878,0.024234694,0.271045918,110130
0.021364796,0.024872449,0.452168367,360261
0.019770408,0.025191327,0.336415816,10110
0.023278061,0.025510204,0.565688776,270074
0.024234694,0.025510204,0.713329082,370172
0.017857143,0.025510204,0.840242347,460035
0.022640306,0.026466837,0.323660714,10058
0.018494898,0.026466837,0.383928571,250061
0.027742347,0.026466837,0.558035714,430096
0.034757653,0.026466837,0.729591837,450889
0.032206633,0.026466837,0.802295918,450796
0.026147959,0.026466837,0.968112245,50697
0.028380102,0.028380102,0.800063776,450143
0.040816327,0.028380102,0.970663265,120028
0.005420918,0.029017857,0.485969388,230279
0.030293367,0.029017857,0.72130102,450874
0.038903061,0.029655612,0.261798469,110111
0.034119898,0.029655612,0.280931122,100313
0.021045918,0.029655612,0.366709184,440181
0.022002551,0.029655612,0.372130102,440115
0.031887755,0.029655612,0.445790816,360350
0.068239796,0.029655612,0.633290816,170194
0.029655612,0.029655612,0.77869898,450834
0.036670918,0.029655612,0.785076531,670078
0.052295918,0.029655612,0.948341837,50510
0.030931122,0.03252551,0.095663265,330177
0.020727041,0.03252551,0.677933673,190297
0.043686224,0.03252551,0.878826531,50138
0.013392857,0.033482143,0.461734694,150179
0.034438776,0.033482143,0.636479592,170203
0.044961735,0.033482143,0.837372449,460017
0.043367347,0.034438776,0.894451531,50137
0.057716837,0.034757653,0.752232143,670085
0.050701531,0.034757653,0.936862245,50070
0.030612245,0.035395408,0.348214286,10138
0.049744898,0.035395408,0.468431122,150177
0.024872449,0.035395408,0.639668367,170039
0.050063776,0.035395408,0.835140306,460030
0.050382653,0.035395408,0.954719388,50748
0.059630102,0.035395408,0.957589286,50690
0.011160714,0.037308673,0.147002551,390025
0.033163265,0.037308673,0.616709184,260227
0.076211735,0.037946429,0.147321429,390312
0.045918367,0.037946429,0.757653061,450052
0.044005102,0.038584184,0.772002551,450694
0.025191327,0.038903061,0.756377551,450770
0.037946429,0.039221939,0.704081633,370138
0.078762755,0.039540816,0.744260204,450872
0.031568878,0.039540816,0.806122449,450306
0.035395408,0.040178571,0.768494898,670005
0.072385204,0.040178571,0.770408163,670029
0.060905612,0.040178571,0.919642857,50744
0.057079082,0.040178571,0.936543367,50541
0.035076531,0.041454082,0.445790816,360362
0.071747449,0.041454082,0.830994898,130063
0.053252551,0.041454082,0.912946429,50686
0.04942602,0.042410714,0.203762755,340148
0.051339286,0.042410714,0.622130102,260050
0.044642857,0.042410714,0.693877551,370139
0.076530612,0.042410714,0.698022959,370201
0.035714286,0.042410714,0.856505102,30113
0.06505102,0.042410714,0.919961735,50609
0.036989796,0.04432398,0.617346939,260080
0.069196429,0.04432398,0.966517857,50434
0.029017857,0.044961735,0.843431122,30078
0.045280612,0.045280612,0.004145408,220058
0.039221939,0.045280612,0.773278061,450860
0.036033163,0.045918367,0.100127551,330111
0.046237245,0.045918367,0.802933673,450369
0.055803571,0.046556122,0.896364796,50723
0.066964286,0.046556122,0.963329082,50767
0.060586735,0.047193878,0.354591837,440111
0.107461735,0.047193878,0.934311224,50189
0.04559949,0.047831633,0.697066327,370192
0.052614796,0.047831633,0.805803571,450073
0.056122449,0.048469388,0.753826531,450586
0.066645408,0.048469388,0.851403061,30067
0.061862245,0.048469388,0.932079082,50192
0.043048469,0.04942602,0.352997449,440200
0.022321429,0.04942602,0.386160714,250079
0.067283163,0.04942602,0.463329082,150166
0.047831633,0.04942602,0.993941327,500148
0.042410714,0.050701531,0.704719388,370041
0.040178571,0.050701531,0.73692602,450488
0.088329082,0.050701531,0.845982143,30130
0.072704082,0.051658163,0.706313776,370228
0.089923469,0.051658163,0.907206633,50423
0.083545918,0.051658163,0.923469388,50046
0.042091837,0.052614796,0.284757653,100139
0.03252551,0.052614796,0.713647959,370072
0.131058673,0.053252551,0.76690051,450795
0.041772959,0.053571429,0.106186224,330144
0.084502551,0.053571429,0.938456633,50076
0.097257653,0.053571429,0.956313776,50067
0.04432398,0.054528061,0.583864796,140300
0.040497449,0.054846939,0.702487245,370103
0.039859694,0.054846939,0.723533163,670076
0.046875,0.055484694,0.725765306,450283
0.058992347,0.055484694,0.803890306,450755
0.07557398,0.055484694,0.887755102,50411
0.062181122,0.056441327,0.654336735,190079
0.039540816,0.056760204,0.327806122,10051
0.041135204,0.056760204,0.344387755,10128
0.055484694,0.056760204,0.38934949,250027
0.04815051,0.056760204,0.62627551,260209
0.064732143,0.056760204,0.880739796,50561
0.063456633,0.058354592,0.631696429,170109
0.0625,0.058354592,0.653380102,190308
0.053890306,0.058992347,0.239795918,420011
0.048469388,0.058992347,0.712053571,370171
0.090561224,0.059630102,0.749681122,670046
0.074617347,0.05994898,0.629145408,260207
0.082589286,0.05994898,0.774553571,450214
0.058035714,0.060586735,0.382653061,250017
0.052933673,0.060905612,0.672831633,190011
0.051658163,0.060905612,0.674107143,190151
0.083864796,0.061543367,0.693239796,370011
0.078443878,0.061543367,0.946109694,50072
0.057397959,0.062181122,0.200892857,510072
0.051977041,0.062181122,0.37627551,440141
0.038265306,0.062181122,0.426020408,360153
0.070153061,0.062181122,0.504464286,230174
0.054846939,0.062181122,0.634885204,170190
0.11192602,0.06377551,0.666454082,190201
0.048788265,0.06377551,0.754783163,450498
0.058354592,0.064413265,0.474808673,150163
0.055165816,0.064732143,0.364158163,440032
0.12244898,0.064732143,0.658163265,190303
0.054528061,0.064732143,0.700892857,370051
0.111607143,0.064732143,0.785395408,670054
0.071109694,0.066007653,0.260841837,110050
0.073341837,0.066007653,0.721938776,670069
0.064094388,0.066645408,0.834502551,460019
0.085140306,0.066645408,0.95057398,50714
0.01307398,0.067283163,0.150510204,390272
0.06377551,0.067283163,0.552933673,240006
0.036352041,0.067283163,0.643813776,170198
0.125,0.067283163,0.931441327,50528
0.068558673,0.068558673,0.115114796,390184
0.065688776,0.068558673,0.378507653,250012
0.102040816,0.068558673,0.767857143,450296
0.067602041,0.068558673,0.882653061,50139
0.075255102,0.069834184,0.135841837,390321
0.067920918,0.069834184,0.839923469,460026
0.078125,0.069834184,0.988839286,500060
0.120854592,0.070790816,0.921556122,50745
0.047512755,0.071109694,0.113520408,390323
0.073022959,0.071428571,0.12372449,390130
0.059311224,0.071428571,0.152423469,390324
0.047193878,0.071428571,0.450255102,360355
0.098852041,0.071428571,0.692920918,370236
0.068877551,0.071428571,0.715561224,370180
0.041454082,0.071428571,0.798469388,450620
0.064413265,0.073341837,0.335140306,10008
0.038584184,0.073341837,0.467155612,150180
0.042729592,0.073341837,0.537946429,520196
0.172193878,0.073341837,0.810905612,450877
0.066326531,0.074617347,0.242028061,420016
0.086734694,0.074617347,0.827806122,530032
0.073979592,0.075255102,0.438137755,360148
0.087691327,0.075255102,0.942602041,50512
0.079081633,0.075892857,0.118622449,390112
0.09247449,0.076211735,0.283482143,100048
0.056760204,0.076211735,0.567602041,270087
0.058673469,0.07684949,0.701211735,370036
0.112882653,0.07684949,0.929209184,50016
0.027423469,0.077487245,0.1875,490135
0.074298469,0.077487245,0.554846939,240022
0.085459184,0.077487245,0.989477041,500084
0.061543367,0.078443878,0.803252551,450399
0.073660714,0.078762755,0.23565051,420066
0.060267857,0.079081633,0.153061224,390316
0.09502551,0.079081633,0.668686224,190266
0.056441327,0.079081633,0.716836735,370112
0.065369898,0.080038265,0.677295918,190184
0.105867347,0.080357143,0.272321429,110186
0.089604592,0.080357143,0.634566327,170074
0.05994898,0.080994898,0.255102041,110100
0.108737245,0.081313776,0.215880102,340084
0.09375,0.081313776,0.324298469,10050
0.132015306,0.081951531,0.254145408,110219
0.092155612,0.082270408,0.269132653,110146
0.101084184,0.082589286,0.464923469,150165
0.081951531,0.082589286,0.837691327,460054
0.147002551,0.082589286,0.917410714,50747
0.091517857,0.082589286,0.979272959,380029
0.105548469,0.082589286,1,20008
0.075892857,0.084183673,0.119579082,390008
0.054209184,0.084502551,0.56505102,270086
0.114477041,0.084502551,0.660395408,190270
0.07684949,0.084502551,0.711415816,370183
0.100127551,0.084502551,0.817920918,60049
0.104910714,0.085778061,0.927614796,50315
0.077806122,0.086096939,0.129464286,390327
0.084821429,0.086096939,0.501594388,230085
0.079719388,0.086096939,0.63807398,170150
0.082270408,0.086096939,0.741390306,450839
0.090880102,0.086096939,0.853316327,30068
0.088647959,0.087691327,0.269451531,110101
0.101403061,0.087691327,0.367346939,440131
0.144132653,0.088329082,0.84630102,30126
0.07940051,0.088647959,0.194834184,510086
0.014030612,0.088647959,0.271364796,110209
0.087053571,0.088647959,0.758290816,450348
0.077168367,0.088647959,0.829719388,130025
0.140306122,0.089923469,0.736288265,450884
0.091836735,0.090242347,0.792729592,450235
0.086415816,0.090561224,0.443239796,360116
0.077487245,0.090561224,0.676658163,190145
0.114795918,0.090561224,0.740114796,450658
0.124362245,0.091517857,0.941645408,50760
0.094387755,0.091517857,0.982142857,380005
0.128507653,0.091517857,0.995216837,500037
0.107780612,0.09247449,0.566007653,270032
0.083227041,0.09247449,0.793367347,450219
0.074936224,0.09247449,0.973533163,380091
0.100446429,0.093431122,0.242984694,420072
0.085778061,0.093431122,0.857142857,30073
0.107142857,0.094068878,0.025510204,200025
0.09630102,0.094387755,0.395089286,110121
0.118622449,0.094387755,0.824936224,60096
0.121492347,0.094387755,0.919005102,50768
0.11065051,0.095344388,0.95184949,50604
0.046556122,0.095663265,0.512117347,160101
0.12627551,0.095663265,0.65497449,190005
0.102678571,0.095663265,0.979910714,380033
0.051020408,0.096619898,0.698979592,370212
0.118941327,0.096938776,0.867984694,320030
0.110969388,0.097257653,0.095344388,330263
0.147321429,0.097576531,0.112244898,390090
0.053571429,0.097895408,0.166454082,210058
0.121811224,0.097895408,0.827487245,530011
0.090242347,0.098533163,0.201211735,510053
0.095344388,0.098533163,0.623405612,260061
0.081632653,0.098533163,0.75255102,450641
0.09119898,0.099489796,0.86192602,320089
0.102997449,0.099808673,0.37244898,440016
0.089285714,0.099808673,0.381058673,250095
0.099170918,0.099808673,0.765943878,450774
0.093431122,0.100765306,0.50255102,230078
0.120535714,0.100765306,0.820471939,60076
0.098533163,0.100765306,0.834183673,460058
0.088966837,0.101721939,0.265625,110086
0.117346939,0.101721939,0.399234694,180046
0.106186224,0.101721939,0.682397959,40074
0.196747449,0.101721939,0.728635204,670002
0.080357143,0.102997449,0.677295918,190190
0.115752551,0.102997449,0.733737245,450373
0.108418367,0.102997449,0.867028061,320084
0.152742347,0.103954082,0.766581633,450803
0.088010204,0.104272959,0.098852041,330132
0.104272959,0.104591837,0.470663265,150101
0.109693878,0.104591837,0.75127551,450497
0.094706633,0.104591837,0.755420918,450411
0.109375,0.105548469,0.26434949,110135
0.063137755,0.105548469,0.758928571,450270
0.130420918,0.106186224,0.368941327,440159
0.136160714,0.106186224,0.372767857,440008
0.02997449,0.106186224,0.388392857,250151
0.069515306,0.106186224,0.833864796,460057
0.119579082,0.106186224,0.887436224,50531
0.092793367,0.107780612,0.688456633,40047
0.14317602,0.107780612,0.730867347,450894
0.066007653,0.107780612,0.860012755,30071
0.131377551,0.107780612,0.905612245,50515
0.123405612,0.109056122,0.686862245,40019
0.152423469,0.109056122,0.820153061,60044
0.178571429,0.109056122,0.841836735,30022
0.150191327,0.109056122,0.892219388,50040
0.119260204,0.109056122,0.967793367,50766
0.130102041,0.11065051,0.751913265,450090
0.132971939,0.11065051,0.822704082,60016
0.097576531,0.111288265,0.560586735,430092
0.096619898,0.111288265,0.604591837,140019
0.097895408,0.111288265,0.693558673,370156
0.062818878,0.111288265,0.859693878,30084
0.154336735,0.112563776,0.232780612,420104
0.120216837,0.112563776,0.254783163,110142
0.106505102,0.112563776,0.823022959,60117
0.112563776,0.112563776,0.832270408,130066
0.093112245,0.113839286,0.742665816,450460
0.143494898,0.113839286,0.864795918,320033
0.148596939,0.114477041,0.645727041,170068
0.113201531,0.114795918,0.257971939,110205
0.094068878,0.115114796,0.809311224,450845
0.113839286,0.115433673,0.745854592,450451
0.111288265,0.115752551,0.78252551,450108
0.081313776,0.115752551,0.796875,450871
0.099808673,0.116390306,0.602678571,140137
0.118303571,0.116709184,0.257015306,110040
0.115433673,0.116709184,0.327487245,10109
0.080038265,0.116709184,0.334502551,10047
0.136798469,0.116709184,0.439732143,360107
0.133928571,0.116709184,0.542410714,240014
0.119897959,0.118303571,0.379783163,250126
0.10682398,0.118303571,0.415178571,180149
0.10809949,0.118303571,0.436543367,360352
0.109056122,0.118303571,0.510204082,230108
0.110331633,0.118303571,0.689413265,40152
0.165178571,0.118303571,0.960140306,50028
0.103954082,0.120216837,0.643494898,170105
0.070790816,0.120535714,0.038265306,70039
0.142219388,0.120854592,0.333545918,10022
0.146364796,0.120854592,0.622767857,260034
0.133609694,0.121492347,0.533163265,520109
0.167729592,0.121492347,0.654017857,190175
0.139987245,0.121492347,0.822385204,60008
0.224170918,0.12244898,0.776785714,670008
0.153380102,0.12244898,0.833545918,460052
0.022959184,0.123086735,0.219387755,340168
0.12372449,0.123405612,0.842793367,30108
0.103635204,0.12372449,0.166772959,210064
0.145727041,0.12372449,0.56122449,430015
0.098214286,0.124362245,0.342155612,10091
0.165816327,0.124362245,0.997130102,500049
0.132334184,0.125,0.710459184,370015
0.169961735,0.125,0.826211735,530010
0.162627551,0.125,0.945471939,50073
0.096938776,0.125956633,0.124362245,390062
0.121173469,0.125956633,0.339285714,10032
0.13934949,0.125956633,0.64190051,170010
0.180484694,0.125956633,0.861288265,320017
0.08067602,0.125956633,0.915816327,50543
0.254464286,0.12755102,0.368303571,440152
0.116071429,0.12755102,0.65752551,190183
0.137755102,0.12755102,0.671875,190246
0.080994898,0.12755102,0.673469388,190208
0.176020408,0.12755102,0.735969388,450210
0.123086735,0.129145408,0.104272959,330008
0.117028061,0.129145408,0.343431122,10129
0.110012755,0.129783163,0.084183673,330268
0.084183673,0.129783163,0.347257653,10052
0.125956633,0.130420918,0.193877551,490117
0.115114796,0.130420918,0.506058673,230003
0.122130102,0.130420918,0.510841837,160147
0.170918367,0.130420918,0.740433673,450749
0.142538265,0.130420918,0.747767857,450888
0.141262755,0.130420918,0.785395408,450780
0.102359694,0.132334184,0.515625,160124
0.191007653,0.132653061,0.131377551,390071
0.112244898,0.132653061,0.789540816,450825
0.182716837,0.132653061,0.950255102,50071
0.095663265,0.133609694,0.102997449,330265
0.113520408,0.133609694,0.702168367,370153
0.101721939,0.134247449,0.350765306,440040
0.160714286,0.134247449,0.769770408,670059
0.155612245,0.134885204,0.468112245,150102
0.181441327,0.134885204,0.662627551,190259
0.150510204,0.134885204,0.796875,670006
0.151147959,0.134885204,0.834821429,460014
0.138392857,0.136160714,0.602359694,140145
0.177295918,0.136479592,0.345344388,10087
0.277423469,0.136479592,0.877869898,50641
0.095982143,0.137117347,0.713010204,370083
0.188137755,0.137117347,0.861607143,320074
0.086096939,0.137755102,0.373405612,440070
0.157206633,0.13807398,0.970982143,120019
0.136479592,0.138392857,0.030612245,200041
0.183673469,0.138392857,0.409757653,180117
0.189413265,0.138392857,0.788265306,670061
0.18494898,0.138392857,0.958864796,50385
0.209821429,0.139668367,0.939732143,50407
0.162308673,0.139668367,0.962372449,50772
0.164221939,0.140306122,0.679209184,190106
0.140625,0.140306122,0.679528061,190090
0.142857143,0.140306122,0.714285714,370030
